Trigger Count=3601	Output Count=3601	Elapsed Time=01:00.002	Number of Pulses CH0=1	Number of Pulses CH1=1
ate (Hz)=2.50E+8	Min record length=11364	Trigger level (V)=0.3500	Channel 0 threshold (V)=0.3500	Channel 1 threshold (V)=0.3500	Range (microseconds)=40.0000	Pulse 2 delay (microseconds)=1.0000	Lower cut-off frequency (Hz)=1.00E+6
                             	                             
Ch0_time1 (s)	Ch0_amp1 (V)	Ch0_width1 (s)	Ch0_time2 (s)	Ch0_amp2 (V)	Ch0_width2 (s)	Ch1_time1 (s)	Ch1_amp1 (V)	Ch1_width1 (s)	Ch1_time2 (s)	Ch1_amp2 (V)	Ch1_width2 (s)
5.456000E-6	0.964536	9.994718E-8	0.000000	0.000000	0.000000	1.054800E-5	1.074194	1.013001E-7	0.000000	0.000000	0.000000
5.456000E-6	0.962852	1.000035E-7	0.000000	0.000000	0.000000	1.054800E-5	1.073073	1.011415E-7	0.000000	0.000000	0.000000
5.456000E-6	0.963950	9.975539E-8	0.000000	0.000000	0.000000	1.054800E-5	1.073675	1.012006E-7	0.000000	0.000000	0.000000
5.456000E-6	0.962748	9.978197E-8	0.000000	0.000000	0.000000	1.054800E-5	1.074206	1.011930E-7	0.000000	0.000000	0.000000
5.456000E-6	0.965177	9.978788E-8	0.000000	0.000000	0.000000	1.054800E-5	1.074856	1.012038E-7	0.000000	0.000000	0.000000
5.456000E-6	0.963327	9.948135E-8	0.000000	0.000000	0.000000	1.054800E-5	1.074468	1.012927E-7	0.000000	0.000000	0.000000
5.456000E-6	0.963823	9.943322E-8	0.000000	0.000000	0.000000	1.054800E-5	1.073204	1.013259E-7	0.000000	0.000000	0.000000
5.456000E-6	0.962990	9.953847E-8	0.000000	0.000000	0.000000	1.054400E-5	1.073169	1.015004E-7	0.000000	0.000000	0.000000
5.456000E-6	0.963380	9.963582E-8	0.000000	0.000000	0.000000	1.054400E-5	1.074850	1.014990E-7	0.000000	0.000000	0.000000
5.456000E-6	0.964991	9.952981E-8	0.000000	0.000000	0.000000	1.054400E-5	1.073761	1.016257E-7	0.000000	0.000000	0.000000
5.456000E-6	0.963316	9.966358E-8	0.000000	0.000000	0.000000	1.054400E-5	1.073465	1.013816E-7	0.000000	0.000000	0.000000
5.456000E-6	0.967205	9.980826E-8	0.000000	0.000000	0.000000	1.054400E-5	1.072959	1.013628E-7	0.000000	0.000000	0.000000
5.456000E-6	0.964920	9.981832E-8	0.000000	0.000000	0.000000	1.054800E-5	1.073959	1.012951E-7	0.000000	0.000000	0.000000
5.456000E-6	0.963286	9.993818E-8	0.000000	0.000000	0.000000	1.054800E-5	1.073648	1.012473E-7	0.000000	0.000000	0.000000
5.456000E-6	0.966694	9.982013E-8	0.000000	0.000000	0.000000	1.054800E-5	1.072963	1.011749E-7	0.000000	0.000000	0.000000
5.456000E-6	0.963102	9.973600E-8	0.000000	0.000000	0.000000	1.054800E-5	1.072440	1.011653E-7	0.000000	0.000000	0.000000
5.456000E-6	0.962551	9.970297E-8	0.000000	0.000000	0.000000	1.054800E-5	1.072429	1.012319E-7	0.000000	0.000000	0.000000
5.456000E-6	0.966734	9.951841E-8	0.000000	0.000000	0.000000	1.054800E-5	1.071678	1.013384E-7	0.000000	0.000000	0.000000
5.452000E-6	0.963605	9.963624E-8	0.000000	0.000000	0.000000	1.054400E-5	1.073103	1.015443E-7	0.000000	0.000000	0.000000
5.456000E-6	0.963952	9.946339E-8	0.000000	0.000000	0.000000	1.054400E-5	1.071545	1.016761E-7	0.000000	0.000000	0.000000
5.456000E-6	0.964053	9.955243E-8	0.000000	0.000000	0.000000	1.054400E-5	1.073933	1.015948E-7	0.000000	0.000000	0.000000
5.456000E-6	0.964755	9.963997E-8	0.000000	0.000000	0.000000	1.054400E-5	1.073855	1.016523E-7	0.000000	0.000000	0.000000
5.456000E-6	0.966913	9.962781E-8	0.000000	0.000000	0.000000	1.054400E-5	1.073005	1.014498E-7	0.000000	0.000000	0.000000
5.456000E-6	0.965763	9.987458E-8	0.000000	0.000000	0.000000	1.054800E-5	1.073201	1.013356E-7	0.000000	0.000000	0.000000
5.456000E-6	0.965139	9.992576E-8	0.000000	0.000000	0.000000	1.054800E-5	1.074308	1.011703E-7	0.000000	0.000000	0.000000
5.456000E-6	0.963206	9.988821E-8	0.000000	0.000000	0.000000	1.054800E-5	1.073609	1.011042E-7	0.000000	0.000000	0.000000
5.456000E-6	0.965332	9.972215E-8	0.000000	0.000000	0.000000	1.054800E-5	1.073455	1.012070E-7	0.000000	0.000000	0.000000
5.456000E-6	0.961942	9.972277E-8	0.000000	0.000000	0.000000	1.054800E-5	1.073055	1.012201E-7	0.000000	0.000000	0.000000
5.456000E-6	0.964103	9.969394E-8	0.000000	0.000000	0.000000	1.054800E-5	1.072770	1.013357E-7	0.000000	0.000000	0.000000
5.452000E-6	0.965408	9.945196E-8	0.000000	0.000000	0.000000	1.054400E-5	1.074514	1.013793E-7	0.000000	0.000000	0.000000
5.456000E-6	0.964795	9.955287E-8	0.000000	0.000000	0.000000	1.054400E-5	1.074509	1.014440E-7	0.000000	0.000000	0.000000
5.456000E-6	0.965117	9.946037E-8	0.000000	0.000000	0.000000	1.054400E-5	1.073882	1.015650E-7	0.000000	0.000000	0.000000
5.456000E-6	0.965226	9.960850E-8	0.000000	0.000000	0.000000	1.054400E-5	1.073651	1.015629E-7	0.000000	0.000000	0.000000
5.456000E-6	0.963169	9.979046E-8	0.000000	0.000000	0.000000	1.054400E-5	1.071869	1.015306E-7	0.000000	0.000000	0.000000
5.456000E-6	0.964783	9.983502E-8	0.000000	0.000000	0.000000	1.054800E-5	1.073417	1.013673E-7	0.000000	0.000000	0.000000
5.456000E-6	0.963624	9.994992E-8	0.000000	0.000000	0.000000	1.054800E-5	1.073871	1.012310E-7	0.000000	0.000000	0.000000
5.456000E-6	0.964203	9.980704E-8	0.000000	0.000000	0.000000	1.054800E-5	1.072325	1.012701E-7	0.000000	0.000000	0.000000
5.456000E-6	0.963443	9.996712E-8	0.000000	0.000000	0.000000	1.054800E-5	1.074048	1.011201E-7	0.000000	0.000000	0.000000
5.456000E-6	0.963132	9.966147E-8	0.000000	0.000000	0.000000	1.054800E-5	1.073358	1.011179E-7	0.000000	0.000000	0.000000
5.456000E-6	0.966442	9.952282E-8	0.000000	0.000000	0.000000	1.054800E-5	1.073300	1.013205E-7	0.000000	0.000000	0.000000
5.456000E-6	0.963304	9.943027E-8	0.000000	0.000000	0.000000	1.054800E-5	1.071311	1.013552E-7	0.000000	0.000000	0.000000
5.456000E-6	0.963590	9.954539E-8	0.000000	0.000000	0.000000	1.054400E-5	1.072902	1.015289E-7	0.000000	0.000000	0.000000
5.456000E-6	0.966849	9.952503E-8	0.000000	0.000000	0.000000	1.054400E-5	1.073577	1.016438E-7	0.000000	0.000000	0.000000
